Name,Tag,Town Hall,Wars Participated,Number of Attacks,Attack Percentage,Total Stars,Avg. Stars,True Stars,Avg. True Stars,Total Dest,Avg Dest,Three Stars,Two Stars,One Stars,Zero Stars,Missed,Total Defenses,Defensive Stars,Avg. Defensive Stars,Total Defensive Destruction,Avg Defensive Destruction,Lower TH Hits (Dips),Upper TH Hits (Reaches),Avg. Target Position,Avg. Target Distance,cwl_month,cwl_year
toro levantado,#RUU2J9Q,16.0,6.0,6.0,100,14.0,2.33,14.0,2.33,568.0,94.67,3.0,2.0,1.0,0.0,0.0,6.0,16.0,2.67,555.0,92.5,0.0,4.0,24.0,-3.83,Octubre,2025
IvanSFumega,#9L0PRQP0Q,16.0,6.0,6.0,100,14.0,2.33,14.0,2.33,508.0,84.67,2.0,4.0,0.0,0.0,0.0,6.0,14.0,2.33,502.0,83.67,0.0,6.0,24.67,0.0,Octubre,2025
Slayer,#9LJ9C8R2L,17.0,6.0,6.0,100,13.0,2.17,13.0,2.17,545.0,90.83,1.0,5.0,0.0,0.0,0.0,5.0,10.0,2.0,416.0,83.2,0.0,0.0,8.67,6.0,Octubre,2025
mario,#UCUPQRJ,17.0,6.0,6.0,100,13.0,2.17,13.0,2.17,515.0,85.83,1.0,5.0,0.0,0.0,0.0,6.0,15.0,2.5,507.0,84.5,0.0,0.0,1.67,-0.67,Octubre,2025
Exedium,#LU9LQQVU,17.0,6.0,5.0,"83,33",13.0,2.6,13.0,2.6,460.0,92.0,3.0,2.0,0.0,0.0,1.0,6.0,16.0,2.67,567.0,94.5,0.0,0.0,20.2,0.0,Octubre,2025
kronor2,#G0YRLPGRG,15.0,5.0,5.0,100,13.0,2.6,12.0,2.4,438.0,87.6,3.0,2.0,0.0,0.0,0.0,4.0,11.0,2.75,393.0,98.25,0.0,5.0,27.4,-2.6,Octubre,2025
AndresYeah,#J892Q8GQ,17.0,7.0,7.0,100,12.0,1.71,12.0,1.71,610.0,87.14,0.0,5.0,2.0,0.0,0.0,7.0,15.0,2.14,635.0,90.71,0.0,0.0,13.71,0.0,Octubre,2025
Polemic,#822JV8QQ,17.0,6.0,5.0,"83,33",10.0,2.0,10.0,2.0,433.0,86.6,0.0,5.0,0.0,0.0,1.0,6.0,13.0,2.17,505.0,84.17,0.0,0.0,6.4,0.2,Octubre,2025
paco,#V28G2VQ9,17.0,6.0,5.0,"83,33",10.0,2.0,10.0,2.0,407.0,81.4,0.0,5.0,0.0,0.0,1.0,5.0,12.0,2.4,470.0,94.0,0.0,0.0,11.0,0.0,Octubre,2025
BlaZin,#QRL8Q9Y8R,17.0,4.0,4.0,100,7.0,1.75,7.0,1.75,254.0,63.5,0.0,3.0,1.0,0.0,0.0,4.0,11.0,2.75,381.0,95.25,0.0,0.0,24.75,0.0,Octubre,2025
Rhaegar,#PRLJLJY0P,15.0,4.0,3.0,75,7.0,2.33,7.0,2.33,231.0,77.0,1.0,2.0,0.0,0.0,1.0,4.0,12.0,3.0,400.0,100.0,0.0,3.0,28.67,0.0,Octubre,2025
ManTur,#LPQ82YY0,15.0,4.0,4.0,100,6.0,1.5,6.0,1.5,301.0,75.25,1.0,1.0,1.0,1.0,0.0,4.0,10.0,2.5,321.0,80.25,0.0,4.0,29.5,0.25,Octubre,2025
jhon jaigon,#U0Q0RC02,17.0,4.0,3.0,75,5.0,1.67,5.0,1.67,228.0,76.0,0.0,2.0,1.0,0.0,1.0,4.0,12.0,3.0,400.0,100.0,0.0,0.0,18.0,12.67,Octubre,2025
minidanifire,#9Y8C99V8J,17.0,7.0,7.0,100.0,21.0,3.0,21.0,3.0,700.0,100.0,7.0,0.0,0.0,0.0,0.0,4.0,11.0,2.75,395.0,98.75,1.0,0.0,11.86,0.57,Noviembre,2025
Leo Mster 66,#9808V2Y2J,17.0,7.0,7.0,100.0,19.0,2.71,19.0,2.71,692.0,98.86,5.0,2.0,0.0,0.0,0.0,7.0,14.0,2.0,534.0,76.29,1.0,0.0,14.29,0.0,Noviembre,2025
ReinaMora,#RU8YJPPL,17.0,7.0,7.0,100.0,17.0,2.43,17.0,2.43,653.0,93.29,3.0,4.0,0.0,0.0,0.0,6.0,12.0,2.0,481.0,80.17,0.0,0.0,8.71,0.0,Noviembre,2025
$bykronor37$,#G8GPL2PY,17.0,7.0,6.0,85.71,17.0,2.83,17.0,2.83,576.0,96.0,5.0,1.0,0.0,0.0,1.0,6.0,13.0,2.17,490.0,81.67,0.0,0.0,2.17,1.17,Noviembre,2025
Gelin,#PU8RR92J,17.0,6.0,6.0,100.0,16.0,2.67,16.0,2.67,588.0,98.0,4.0,2.0,0.0,0.0,0.0,6.0,11.0,1.83,445.0,74.17,2.0,0.0,23.0,0.83,Noviembre,2025
VeinTiunO ,#R88JP9C0,16.0,6.0,6.0,100.0,16.0,2.67,16.0,2.67,585.0,97.5,4.0,2.0,0.0,0.0,0.0,6.0,15.0,2.5,555.0,92.5,1.0,4.0,26.0,0.0,Noviembre,2025
AlvaritoAlone,#YGGVRRG9,17.0,6.0,6.0,100.0,16.0,2.67,16.0,2.67,584.0,97.33,4.0,2.0,0.0,0.0,0.0,6.0,13.0,2.17,474.0,79.0,1.0,0.0,23.17,-0.17,Noviembre,2025
Polemic,#822JV8QQ,17.0,6.0,6.0,100.0,16.0,2.67,16.0,2.67,572.0,95.33,5.0,0.0,1.0,0.0,0.0,5.0,9.0,1.8,431.0,86.2,0.0,0.0,9.0,1.33,Noviembre,2025
BOQ_The BoSs,#288JP9UPG,17.0,6.0,6.0,100.0,15.0,2.5,15.0,2.5,581.0,96.83,3.0,3.0,0.0,0.0,0.0,5.0,12.0,2.4,456.0,91.2,0.0,0.0,5.0,-0.17,Noviembre,2025
The-harmen-path,#P9P80URV,17.0,6.0,6.0,100.0,15.0,2.5,15.0,2.5,580.0,96.67,4.0,1.0,1.0,0.0,0.0,6.0,15.0,2.5,536.0,89.33,0.0,0.0,17.33,0.33,Noviembre,2025
Exedium,#LU9LQQVU,17.0,6.0,6.0,100.0,15.0,2.5,15.0,2.5,579.0,96.5,3.0,3.0,0.0,0.0,0.0,5.0,11.0,2.2,386.0,77.2,1.0,0.0,18.83,-2.0,Noviembre,2025
IvanSFumega,#9L0PRQP0Q,17.0,6.0,6.0,100.0,15.0,2.5,15.0,2.5,566.0,94.33,4.0,1.0,1.0,0.0,0.0,4.0,8.0,2.0,357.0,89.25,1.0,0.0,24.5,0.0,Noviembre,2025
Alessandro,#22PGG298P,17.0,6.0,6.0,100.0,15.0,2.5,15.0,2.5,542.0,90.33,3.0,3.0,0.0,0.0,0.0,6.0,15.0,2.5,548.0,91.33,1.0,0.0,15.33,3.17,Noviembre,2025
danifire2,#8JP8LLQR0,17.0,6.0,6.0,100.0,15.0,2.5,15.0,2.5,539.0,89.83,3.0,3.0,0.0,0.0,0.0,5.0,10.0,2.0,425.0,85.0,0.0,0.0,3.5,1.33,Noviembre,2025
S H A D E,#92022JQP9,17.0,6.0,6.0,100.0,15.0,2.5,15.0,2.5,513.0,85.5,3.0,3.0,0.0,0.0,0.0,5.0,10.0,2.0,388.0,77.6,0.0,0.0,10.67,0.5,Noviembre,2025
Miguel,#P8J0YG8G,17.0,6.0,6.0,100.0,14.0,2.33,14.0,2.33,563.0,93.83,3.0,2.0,1.0,0.0,0.0,5.0,11.0,2.2,398.0,79.6,0.0,0.0,5.67,-0.5,Noviembre,2025
jhon jaigon,#U0Q0RC02,17.0,6.0,6.0,100.0,14.0,2.33,14.0,2.33,518.0,86.33,2.0,4.0,0.0,0.0,0.0,6.0,13.0,2.17,478.0,79.67,0.0,0.0,11.17,4.0,Noviembre,2025
AndresYeah,#J892Q8GQ,17.0,6.0,6.0,100.0,13.0,2.17,13.0,2.17,557.0,92.83,3.0,1.0,2.0,0.0,0.0,6.0,12.0,2.0,541.0,90.17,1.0,0.0,16.0,0.17,Noviembre,2025
mario,#UCUPQRJ,17.0,6.0,6.0,100.0,13.0,2.17,13.0,2.17,523.0,87.17,1.0,5.0,0.0,0.0,0.0,6.0,14.0,2.33,526.0,87.67,0.0,0.0,2.17,-0.67,Noviembre,2025
Calvin7,#G90P08PJV,17.0,6.0,6.0,100.0,13.0,2.17,13.0,2.17,511.0,85.17,1.0,5.0,0.0,0.0,0.0,5.0,13.0,2.6,471.0,94.2,1.0,0.0,21.83,-1.0,Noviembre,2025
kaye,#Y8VG8UVJ,17.0,5.0,5.0,100.0,13.0,2.6,13.0,2.6,455.0,91.0,3.0,2.0,0.0,0.0,0.0,5.0,11.0,2.2,411.0,82.2,1.0,0.0,18.6,0.0,Noviembre,2025
Rhaegar,#PRLJLJY0P,16.0,5.0,5.0,100.0,13.0,2.6,13.0,2.6,449.0,89.8,3.0,2.0,0.0,0.0,0.0,5.0,12.0,2.4,414.0,82.8,2.0,2.0,27.2,0.0,Noviembre,2025
CSAR,#LG2VUQQ9,17.0,6.0,6.0,100.0,12.0,2.0,12.0,2.0,503.0,83.83,1.0,4.0,1.0,0.0,0.0,5.0,12.0,2.4,426.0,85.2,0.0,0.0,16.5,0.0,Noviembre,2025
kronor2,#G0YRLPGRG,15.0,5.0,5.0,100.0,12.0,2.4,12.0,2.4,463.0,92.6,3.0,1.0,1.0,0.0,0.0,5.0,14.0,2.8,469.0,93.8,1.0,3.0,30.0,0.0,Noviembre,2025
XXL,#RLY0CCQL,17.0,5.0,5.0,100.0,12.0,2.4,12.0,2.4,453.0,90.6,2.0,3.0,0.0,0.0,0.0,5.0,13.0,2.6,454.0,90.8,1.0,0.0,24.0,-0.6,Noviembre,2025
sisito03,#Y2U0VUPP,15.0,5.0,5.0,100.0,12.0,2.4,12.0,2.4,408.0,81.6,2.0,3.0,0.0,0.0,0.0,5.0,15.0,3.0,500.0,100.0,0.0,5.0,28.0,-0.4,Noviembre,2025
BOQ.Clous,#GR9V2VVC,17.0,5.0,5.0,100.0,11.0,2.2,11.0,2.2,464.0,92.8,3.0,0.0,2.0,0.0,0.0,5.0,13.0,2.6,437.0,87.4,0.0,0.0,14.2,0.0,Noviembre,2025
Alvarito,#29CVQQV00,17.0,5.0,5.0,100.0,11.0,2.2,11.0,2.2,463.0,92.6,2.0,2.0,1.0,0.0,0.0,5.0,10.0,2.0,442.0,88.4,1.0,0.0,9.6,0.0,Noviembre,2025
paco,#V28G2VQ9,17.0,5.0,5.0,100.0,11.0,2.2,11.0,2.2,439.0,87.8,1.0,4.0,0.0,0.0,0.0,5.0,11.0,2.2,427.0,85.4,1.0,0.0,12.6,-0.8,Noviembre,2025
BOQ_Quamix,#22U2PVP88,15.0,5.0,5.0,100.0,11.0,2.2,11.0,2.2,426.0,85.2,1.0,4.0,0.0,0.0,0.0,5.0,13.0,2.6,473.0,94.6,0.0,4.0,29.2,0.0,Noviembre,2025
toro levantado,#RUU2J9Q,17.0,5.0,5.0,100.0,11.0,2.2,11.0,2.2,410.0,82.0,1.0,4.0,0.0,0.0,0.0,5.0,11.0,2.2,380.0,76.0,0.0,0.0,21.2,-3.2,Noviembre,2025
Sezz,#VQQRUC9Q,17.0,5.0,5.0,100.0,11.0,2.2,11.0,2.2,401.0,80.2,1.0,4.0,0.0,0.0,0.0,5.0,9.0,1.8,343.0,68.6,0.0,0.0,4.2,0.0,Noviembre,2025
Slayer,#9LJ9C8R2L,17.0,5.0,5.0,100.0,11.0,2.2,11.0,2.2,398.0,79.6,1.0,4.0,0.0,0.0,0.0,5.0,12.0,2.4,403.0,80.6,0.0,0.0,3.6,0.0,Noviembre,2025
dreef,#LPLLVVU2U,17.0,5.0,5.0,100.0,10.0,2.0,10.0,2.0,375.0,75.0,1.0,3.0,1.0,0.0,0.0,5.0,9.0,1.8,420.0,84.0,0.0,0.0,19.4,-0.6,Noviembre,2025
Goku,#V2VL9U9C,17.0,4.0,4.0,100.0,9.0,2.25,9.0,2.25,368.0,92.0,2.0,1.0,1.0,0.0,0.0,3.0,5.0,1.67,194.0,64.67,0.0,0.0,18.75,0.0,Noviembre,2025
SkippyRizzo,#YR8VCLPR,17.0,4.0,4.0,100.0,9.0,2.25,9.0,2.25,338.0,84.5,1.0,3.0,0.0,0.0,0.0,4.0,9.0,2.25,347.0,86.75,1.0,0.0,20.75,0.0,Noviembre,2025
Joselin,#8LGCP98R9,17.0,3.0,3.0,100.0,9.0,3.0,9.0,3.0,300.0,100.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,194.0,97.0,0.0,0.0,8.0,-9.33,Noviembre,2025
ManTur,#LPQ82YY0,16.0,4.0,4.0,100.0,8.0,2.0,8.0,2.0,258.0,64.5,1.0,2.0,1.0,0.0,0.0,3.0,9.0,3.0,300.0,100.0,1.0,2.0,27.0,0.5,Noviembre,2025
dreef,#LPLLVVU2U,18.0,7.0,7.0,100,21.0,3.0,21.0,3.0,700.0,100.0,7.0,0.0,0.0,0.0,0.0,7.0,17.0,2.43,631.0,90.14,2.0,0.0,11.86,0.0,Diciembre,2025
Joselin,#8LGCP98R9,17.0,7.0,7.0,100,21.0,3.0,21.0,3.0,700.0,100.0,7.0,0.0,0.0,0.0,0.0,5.0,11.0,2.2,437.0,87.4,1.0,2.0,13.29,0.29,Diciembre,2025
-_-JORGE-_-,#2P2YGJQR8,17.0,7.0,7.0,100,21.0,3.0,21.0,3.0,700.0,100.0,7.0,0.0,0.0,0.0,0.0,6.0,14.0,2.33,555.0,92.5,1.0,1.0,21.14,0.0,Diciembre,2025
Alvarito,#29CVQQV00,17.0,7.0,7.0,100,20.0,2.86,20.0,2.86,696.0,99.43,6.0,1.0,0.0,0.0,0.0,6.0,16.0,2.67,538.0,89.67,0.0,4.0,14.71,0.0,Diciembre,2025
BOQ_Magnito,#GQLLCVV2R,17.0,7.0,7.0,100,20.0,2.86,20.0,2.86,693.0,99.0,6.0,1.0,0.0,0.0,0.0,6.0,18.0,3.0,600.0,100.0,0.0,2.0,11.43,-3.43,Diciembre,2025
BOQ_TheBoSs,#288JP9UPG,18.0,7.0,7.0,100,19.0,2.71,19.0,2.71,693.0,99.0,5.0,2.0,0.0,0.0,0.0,6.0,14.0,2.33,533.0,88.83,1.0,0.0,7.71,0.14,Diciembre,2025
minidanifire,#9Y8C99V8J,17.0,7.0,7.0,100,19.0,2.71,19.0,2.71,689.0,98.43,5.0,2.0,0.0,0.0,0.0,7.0,16.0,2.29,651.0,93.0,2.0,2.0,19.71,0.86,Diciembre,2025
Deivid,#8GJCGRP82,18.0,7.0,7.0,100,18.0,2.57,18.0,2.57,684.0,97.71,4.0,3.0,0.0,0.0,0.0,6.0,16.0,2.67,575.0,95.83,1.0,0.0,6.43,0.71,Diciembre,2025
Goku,#V2VL9U9C,17.0,7.0,7.0,100,18.0,2.57,18.0,2.57,660.0,94.29,4.0,3.0,0.0,0.0,0.0,6.0,15.0,2.5,562.0,93.67,1.0,2.0,18.71,0.0,Diciembre,2025
Gelin,#PU8RR92J,17.0,6.0,6.0,100,18.0,3.0,18.0,3.0,600.0,100.0,6.0,0.0,0.0,0.0,0.0,6.0,14.0,2.33,513.0,85.5,3.0,0.0,25.5,0.17,Diciembre,2025
torolevantado,#RUU2J9Q,17.0,6.0,6.0,100,18.0,3.0,18.0,3.0,600.0,100.0,6.0,0.0,0.0,0.0,0.0,6.0,14.0,2.33,521.0,86.83,4.0,1.0,25.83,-0.33,Diciembre,2025
VeinTiunO,#R88JP9C0,17.0,6.0,6.0,100,18.0,3.0,18.0,3.0,600.0,100.0,6.0,0.0,0.0,0.0,0.0,6.0,13.0,2.17,459.0,76.5,3.0,0.0,27.17,0.0,Diciembre,2025
Calvin7,#G90P08PJV,17.0,6.0,6.0,100,17.0,2.83,17.0,2.83,597.0,99.5,5.0,1.0,0.0,0.0,0.0,6.0,14.0,2.33,513.0,85.5,1.0,1.0,21.0,-1.0,Diciembre,2025
BOQ.Clous,#GR9V2VVC,17.0,6.0,6.0,100,17.0,2.83,17.0,2.83,595.0,99.17,5.0,1.0,0.0,0.0,0.0,6.0,11.0,1.83,545.0,90.83,0.0,2.0,20.17,0.0,Diciembre,2025
ALEXVEGA,#9G9CPYCY,17.0,6.0,6.0,100,17.0,2.83,17.0,2.83,589.0,98.17,5.0,1.0,0.0,0.0,0.0,6.0,14.0,2.33,525.0,87.5,4.0,0.0,29.0,0.0,Diciembre,2025
Rhaegar,#PRLJLJY0P,16.0,6.0,6.0,100,17.0,2.83,17.0,2.83,589.0,98.17,5.0,1.0,0.0,0.0,0.0,6.0,16.0,2.67,561.0,93.5,3.0,2.0,30.0,0.0,Diciembre,2025
SkippyRizzo,#YR8VCLPR,17.0,6.0,6.0,100,17.0,2.83,17.0,2.83,582.0,97.0,5.0,1.0,0.0,0.0,0.0,6.0,15.0,2.5,500.0,83.33,1.0,0.0,24.0,0.0,Diciembre,2025
danifire2,#8JP8LLQR0,18.0,6.0,6.0,100,17.0,2.83,17.0,2.83,581.0,96.83,5.0,1.0,0.0,0.0,0.0,5.0,8.0,1.6,339.0,67.8,0.0,0.0,4.17,0.0,Diciembre,2025
Alessandro,#22PGG298P,18.0,6.0,6.0,100,17.0,2.83,17.0,2.83,572.0,95.33,5.0,1.0,0.0,0.0,0.0,5.0,13.0,2.6,483.0,96.6,2.0,0.0,10.5,-0.17,Diciembre,2025
IvanSFumega,#9L0PRQP0Q,17.0,6.0,6.0,100,16.0,2.67,16.0,2.67,595.0,99.17,4.0,2.0,0.0,0.0,0.0,6.0,14.0,2.33,543.0,90.5,2.0,0.0,23.0,0.0,Diciembre,2025
elmenda43,#8P928YJ2U,18.0,6.0,6.0,100,16.0,2.67,16.0,2.67,585.0,97.5,4.0,2.0,0.0,0.0,0.0,6.0,13.0,2.17,496.0,82.67,2.0,0.0,9.83,0.67,Diciembre,2025
ReinaMora,#RU8YJPPL,18.0,6.0,6.0,100,16.0,2.67,16.0,2.67,582.0,97.0,4.0,2.0,0.0,0.0,0.0,6.0,13.0,2.17,553.0,92.17,0.0,0.0,2.0,0.33,Diciembre,2025
SHADE,#92022JQP9,18.0,6.0,6.0,100,16.0,2.67,16.0,2.67,571.0,95.17,4.0,2.0,0.0,0.0,0.0,5.0,11.0,2.2,417.0,83.4,1.0,0.0,5.83,0.5,Diciembre,2025
mario,#UCUPQRJ,18.0,6.0,6.0,100,16.0,2.67,16.0,2.67,567.0,94.5,4.0,2.0,0.0,0.0,0.0,6.0,17.0,2.83,554.0,92.33,0.0,0.0,2.0,0.17,Diciembre,2025
Miguel,#P8J0YG8G,18.0,6.0,6.0,100,15.0,2.5,15.0,2.5,568.0,94.67,3.0,3.0,0.0,0.0,0.0,5.0,10.0,2.0,388.0,77.6,0.0,0.0,3.17,0.0,Diciembre,2025
paco,#V28G2VQ9,17.0,6.0,6.0,100,15.0,2.5,15.0,2.5,553.0,92.17,4.0,1.0,1.0,0.0,0.0,6.0,16.0,2.67,549.0,91.5,2.0,2.0,15.17,0.0,Diciembre,2025
Sezz,#VQQRUC9Q,18.0,6.0,6.0,100,14.0,2.33,14.0,2.33,545.0,90.83,2.0,4.0,0.0,0.0,0.0,5.0,11.0,2.2,390.0,78.0,0.0,0.0,7.33,-0.17,Diciembre,2025
XXL,#RLY0CCQL,17.0,5.0,5.0,100,14.0,2.8,14.0,2.8,495.0,99.0,4.0,1.0,0.0,0.0,0.0,5.0,12.0,2.4,447.0,89.4,2.0,0.0,26.2,0.0,Diciembre,2025
Tente,#GY98PUVYV,17.0,5.0,5.0,100,14.0,2.8,14.0,2.8,488.0,97.6,4.0,1.0,0.0,0.0,0.0,5.0,14.0,2.8,481.0,96.2,4.0,0.0,28.0,0.0,Diciembre,2025
AndresYeah,#J892Q8GQ,17.0,5.0,5.0,100,13.0,2.6,13.0,2.6,454.0,90.8,3.0,2.0,0.0,0.0,0.0,4.0,10.0,2.5,362.0,90.5,1.0,2.0,17.4,0.0,Diciembre,2025
CSAR,#LG2VUQQ9,17.0,5.0,5.0,100,13.0,2.6,13.0,2.6,442.0,88.4,3.0,2.0,0.0,0.0,0.0,4.0,10.0,2.5,374.0,93.5,1.0,2.0,16.8,0.0,Diciembre,2025
Polemic,#822JV8QQ,18.0,5.0,5.0,100,12.0,2.4,12.0,2.4,476.0,95.2,2.0,3.0,0.0,0.0,0.0,5.0,11.0,2.2,410.0,82.0,3.0,0.0,10.2,0.8,Diciembre,2025
KoshSiettChers,#98RY0UCC,18.0,5.0,4.0,80,10.0,2.5,10.0,2.5,381.0,95.25,2.0,2.0,0.0,0.0,1.0,4.0,10.0,2.5,365.0,91.25,1.0,0.0,9.75,-1.0,Diciembre,2025
AlvaritoAlone,#YGGVRRG9,17.0,4.0,4.0,100,9.0,2.25,9.0,2.25,327.0,81.75,1.0,3.0,0.0,0.0,0.0,4.0,10.0,2.5,368.0,92.0,1.0,0.0,25.0,0.25,Diciembre,2025
